Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_00900_cobB,"BS_yhdZ [K] COG0846 NAD-dependent protein deacetylases, SIR2 family",78.1,242,53
OFBKKLGO_00901_group_4528,BS_yheN [G] COG0726 Predicted xylanase/chitin deacetylase,71.3,282,81
OFBKKLGO_00902_dat,BS_yheM [EH] COG0115 Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,73.7,281,74
OFBKKLGO_00905_nhaX,BS_nhaX [T] COG0589 Universal stress protein UspA and related nucleotide-binding proteins,74.1,166,43
OFBKKLGO_00906_yheI,"BS_yheI [V] COG1132 ABC-type multidrug transport system, ATPase and permease components",80.2,585,116
OFBKKLGO_00907_yheH,"BS_yheH [V] COG1132 ABC-type multidrug transport system, ATPase and permease components",78.8,671,142
OFBKKLGO_00914_group_2747,BS_yheB [S] COG4399 Uncharacterized protein conserved in bacteria,72.7,377,103
OFBKKLGO_00915_group_5916,BS_yheA [S] COG3679 Uncharacterized conserved protein,85.1,114,17
OFBKKLGO_00916_yhaX,BS_yhaX [R] COG0561 Predicted hydrolases of the HAD superfamily,82.4,250,44
OFBKKLGO_00917_hemZ,BS_hemZ [H] COG0635 Coproporphyrinogen III oxidase and related Fe-S oxidoreductases,87.8,499,60
OFBKKLGO_00918_iucD,BH2620 [Q] COG3486 Lysine/ornithine N-monooxygenase,43.8,429,239
OFBKKLGO_00920_khtT_1,"BS_yhaT [P] COG0490 Putative regulatory, ligand-binding protein related to C-terminal domains of K+ channels",90.3,165,16
OFBKKLGO_00925_yhaP,"BS_yhaP [CP] COG1668 ABC-type Na+ efflux pump, permease component",74.6,418,106
OFBKKLGO_00926_yhaO,BS_yhaO [L] COG0420 DNA repair exonuclease,68.7,406,125
OFBKKLGO_00928_yhaM,BS_yhaM [R] COG3481 Predicted HD-superfamily hydrolase,92.0,314,25
OFBKKLGO_00930_prsA,BS_prsA [O] COG0760 Parvulin-like peptidyl-prolyl isomerase,84.9,278,41
OFBKKLGO_00933_hpr,BS_hpr [K] COG1846 Transcriptional regulators,85.2,203,30
OFBKKLGO_00934_group_2752,BS_yhaH [R] COG4980 Gas vesicle protein,81.4,118,22
OFBKKLGO_00937_serC,BS_serC [HE] COG1932 Phosphoserine aminotransferase,84.7,359,55
OFBKKLGO_00938_hit,BS_hit [FGR] COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases,86.2,145,20
OFBKKLGO_00939_ecsA_1,"BS_ecsA [V] COG1131 ABC-type multidrug transport system, ATPase component",93.5,247,16
OFBKKLGO_00940_group_5922,"BS_ecsB [U] COG4473 Predicted ABC-type exoprotein transport system, permease component",75.7,408,99
OFBKKLGO_00942_group_4533,BS_yhaA [R] COG1473 Metal-dependent amidase/aminoacylase/carboxypeptidase,73.9,395,103
OFBKKLGO_00944_hmoB,BS_yhgC [R] COG2329 Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides,84.9,166,25
OFBKKLGO_00945_pbpF,BS_pbpF [M] COG0744 Membrane carboxypeptidase (penicillin-binding protein),81.3,710,133
OFBKKLGO_00947_hemH,BS_hemH [H] COG0276 Protoheme ferro-lyase (ferrochelatase),84.8,309,47
OFBKKLGO_00948_hemY,BS_hemY [H] COG1232 Protoporphyrinogen oxidase,86.1,469,65
OFBKKLGO_00949_group_16344,BS_yhgD [K] COG1309 Transcriptional regulator,86.2,189,26
OFBKKLGO_00950_smc_1,BS_yhgE [S] COG1511 Predicted membrane protein,74.5,774,195
OFBKKLGO_00951_fabHB,BS_yhfB [I] COG0332 3-oxoacyl-[acyl-carrier-protein] synthase III,80.9,324,62
OFBKKLGO_00953_ysdC_1,BS_yhfE [G] COG1363 Cellulase M and related proteins,82.5,343,60
OFBKKLGO_00954_gltT,BS_gltT [C] COG1301 Na+/H+-dicarboxylate symporters,90.7,429,40
OFBKKLGO_00955_group_4539,BS_yhfI [R] COG1234 Metal-dependent hydrolases of the beta-lactamase superfamily III,83.5,243,40
OFBKKLGO_00956_lplJ,BS_yhfJ [H] COG0095 Lipoate-protein ligase A,85.8,331,47
OFBKKLGO_00957_yhfK,BS_yhfK [MG] COG0702 Predicted nucleoside-diphosphate-sugar epimerases,80.8,214,41
OFBKKLGO_00958_lcfB_2,BS_yhfL [IQ] COG0318 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,75.8,512,124
OFBKKLGO_00960_htpX_1,BS_yhfN [O] COG0501 Zn-dependent protease with chaperone function,79.1,416,87
OFBKKLGO_00961_apr,BS_aprE [O] COG1404 Subtilisin-like serine proteases,85.8,381,53
OFBKKLGO_00963_pspB,"BS_yhfR [G] COG0406 Fructose-2,6-bisphosphatase",71.4,189,54
OFBKKLGO_00964_yhfS,BS_yhfS [I] COG0183 Acetyl-CoA acetyltransferase,71.1,363,104
OFBKKLGO_00967_hemAT,BS_yhfV [NT] COG0840 Methyl-accepting chemotaxis protein,77.8,432,94
OFBKKLGO_00968_petC_1,BS_yhfW_1 [E] COG0665 Glycine/D-amino acid oxidases (deaminating),65.2,368,128
OFBKKLGO_00969_ydaD_3,BS_yhxC [IQR] COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),93.0,285,20
OFBKKLGO_00971_comK,BS_comK [K] COG4903 Genetic competence transcription factor,82.8,192,33
OFBKKLGO_00976_group_5931,AF0869 [S] COG0393 Uncharacterized conserved protein,47.5,101,52
OFBKKLGO_00977_yodF_1,BS_yhjB [ER] COG0591 Na+/proline symporter,79.3,489,101
OFBKKLGO_00981_sipV,BS_sipV [U] COG0681 Signal peptidase I,76.9,169,38
OFBKKLGO_00983_pchR,BS_yhjH [K] COG1846 Transcriptional regulators,57.6,172,69
OFBKKLGO_00984_group_3519,BS_yhjN [R] COG3180 Putative ammonia monooxygenase,72.2,378,99
OFBKKLGO_00985_tetA_1,BS_blt [GEPR] COG0477 Permeases of the major facilitator superfamily,77.8,397,88
OFBKKLGO_00986_qacR,mlr2419 [K] COG1309 Transcriptional regulator,40.7,59,35
OFBKKLGO_00988_group_349,BS_ydfS [S] COG2323 Predicted membrane protein,54.5,231,105
OFBKKLGO_00989_addB,"BS_addB [L] COG3857 ATP-dependent nuclease, subunit B",82.9,1166,199
OFBKKLGO_00990_addA,BS_addA [L] COG1074 ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains),82.0,1234,220
OFBKKLGO_00991_cpdA_1,BS_sbcD [L] COG0420 DNA repair exonuclease,81.4,199,32
OFBKKLGO_00993_group_847,BS_yisB [V] COG1403 Restriction endonuclease,83.7,98,16
OFBKKLGO_01001_yisK,"BS_yisK [Q] COG0179 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",82.7,301,52
OFBKKLGO_01005_asnO,BS_asnO [E] COG0367 Asparagine synthase (glutamine-hydrolyzing),86.3,590,81
OFBKKLGO_01007_yeeO,BS_yisQ [V] COG0534 Na+-driven multidrug efflux pump,87.9,455,55
OFBKKLGO_01016_yitJ,"BS_yitJ_2 [E] COG0685 5,10-methylenetetrahydrofolate reductase",86.4,332,44
OFBKKLGO_01024_group_1434,BS_yitS [S] COG1307 Uncharacterized protein conserved in bacteria,74.8,282,71
OFBKKLGO_01025_group_16150,BS_yitT [S] COG1284 Uncharacterized conserved protein,92.5,280,21
OFBKKLGO_01029_yitU,BS_yitU [R] COG0561 Predicted hydrolases of the HAD superfamily,78.9,270,57
OFBKKLGO_01030_group_5944,BS_yitV [R] COG1073 Hydrolases of the alpha/beta superfamily,74.4,254,65
OFBKKLGO_01031_sufT,BS_yitW [R] COG2151 Predicted metal-sulfur cluster biosynthetic enzyme,94.1,102,6
OFBKKLGO_01034_deoB,BS_drm [G] COG1015 Phosphopentomutase,84.0,81,13
OFBKKLGO_01035_punA,BS_pnp [F] COG0005 Purine nucleoside phosphorylase,86.6,269,36
OFBKKLGO_01037_spoIIAA,BS_spoIIAA [T] COG1366 Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor),92.3,117,9
OFBKKLGO_01038_spoIIAB,BS_spoIIAB [T] COG2172 Anti-sigma regulatory factor (Ser/Thr protein kinase),97.9,146,3
OFBKKLGO_01039_sigF,BS_sigF [K] COG1191 DNA-directed RNA polymerase specialized sigma subunit,96.9,254,8
OFBKKLGO_01048_ypuA,BS_ypuA [S] COG4086 Predicted secreted protein,84.8,289,44
OFBKKLGO_01049_ppiB,BS_ppiB [O] COG0652 Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,83.9,143,23
OFBKKLGO_01051_sipS,BS_sipS [U] COG0681 Signal peptidase I,84.4,180,28
OFBKKLGO_01054_ribD,"BS_ribG_2 [H] COG1985 Pyrimidine reductase, riboflavin biosynthesis",79.2,216,45
OFBKKLGO_01055_ribE,BS_ribB [H] COG0307 Riboflavin synthase alpha chain,80.5,215,42
OFBKKLGO_01056_ribBA,BS_ribA_2 [H] COG0807 GTP cyclohydrolase II,91.9,198,16
OFBKKLGO_01057_ribH,BS_ribH [H] COG0054 Riboflavin synthase beta-chain,92.9,154,11
OFBKKLGO_01061_scpA,BS_ypuG [S] COG1354 Uncharacterized conserved protein,88.8,251,28
OFBKKLGO_01062_scpB,BS_ypuH [K] COG1386 Predicted transcriptional regulator containing the HTH domain,90.4,197,19
OFBKKLGO_01064_dacB,BS_dacB [M] COG1686 D-alanyl-D-alanine carboxypeptidase,76.5,383,89
OFBKKLGO_01065_spmA,"BS_spmA [R] COG2715 Uncharacterized membrane protein, required for spore maturation in B.subtilis.",93.9,196,12
OFBKKLGO_01066_spmB,BS_spmB [S] COG0700 Uncharacterized membrane protein,85.5,179,25
OFBKKLGO_01067_rluB,BS_ypuL [J] COG1187 16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases,94.2,225,13
OFBKKLGO_01068_resA_2,BS_resA [OC] COG0526 Thiol-disulfide isomerase and thioredoxins,83.5,139,23
OFBKKLGO_01070_ccsA_1,"BS_resC [O] COG0755 ABC-type transport system involved in cytochrome c biogenesis, permease component",91.7,326,27
OFBKKLGO_01072_resE,BH1581 [T] COG0642 Signal transduction histidine kinase,56.0,587,253
OFBKKLGO_01073_sigX,"BS_sigX [K] COG1595 DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog",89.6,193,20
OFBKKLGO_01075_serA,BS_serA [HE] COG0111 Phosphoglycerate dehydrogenase and related dehydrogenases,93.3,525,35
OFBKKLGO_01077_fmnP,BS_ypaA [S] COG3601 Predicted membrane protein,89.2,185,20
OFBKKLGO_01078_fer,BS_fer [C] COG1141 Ferredoxin,98.8,82,1
OFBKKLGO_01080_dbpA_2,BS_recQ [L] COG0514 Superfamily II DNA helicase,70.2,460,137
OFBKKLGO_01085_ypbG,BS_ypbG [R] COG1408 Predicted phosphohydrolases,68.7,259,80
OFBKKLGO_01086_mecB,"BS_ypbH [OTN] COG4862 Negative regulator of genetic competence, sporulation and motility",90.2,194,19
OFBKKLGO_01087_gudB,BS_ypcA [E] COG0334 Glutamate dehydrogenase/leucine dehydrogenase,93.9,427,22
OFBKKLGO_01089_prsW,BS_ypdC [S] COG2339 Predicted membrane protein,92.2,218,17
OFBKKLGO_01090_sleB,BS_sleB_2 [M] COG3773 Cell wall hydrolyses involved in spore germination,92.8,125,9
OFBKKLGO_01094_cmk,BS_cmk [F] COG0283 Cytidylate kinase,84.8,224,34
OFBKKLGO_01095_ypfD,BS_ypfD [J] COG0539 Ribosomal protein S1,94.0,382,19
OFBKKLGO_01096_fni,BS_ypgA [C] COG1304 L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases,72.6,212,58
OFBKKLGO_01099_der_2,BS_yphC [R] COG1160 Predicted GTPases,95.6,436,19
OFBKKLGO_01100_gpsA,BS_gpsA [C] COG0240 Glycerol-3-phosphate dehydrogenase,85.8,345,49
OFBKKLGO_01105_hupA,BS_hbs [L] COG0776 Bacterial nucleoid DNA-binding protein,100.0,92,0
OFBKKLGO_01106_folE,BS_mtrA [H] COG0302 GTP cyclohydrolase I,95.3,190,9
OFBKKLGO_01109_menG,BS_gerCB [H] COG2226 Methylase involved in ubiquinone/menaquinone biosynthesis,93.1,233,16
OFBKKLGO_01110_hepT,BS_gerCC [H] COG0142 Geranylgeranyl pyrophosphate synthase,92.6,349,25
OFBKKLGO_01111_ndk,BS_ndk [F] COG0105 Nucleoside diphosphate kinase,90.5,148,14
OFBKKLGO_01112_cheR,BS_cheR [NT] COG1352 Methylase of chemotaxis methyl-accepting proteins,79.3,256,53
OFBKKLGO_01113_aroC,BS_aroF [E] COG0082 Chorismate synthase,95.5,354,16
OFBKKLGO_01114_aroB,BS_aroB [E] COG0337 3-dehydroquinate synthetase,73.8,362,95
OFBKKLGO_01115_aroH,BS_aroH [E] COG4401 Chorismate mutase,83.5,127,21
OFBKKLGO_01117_trpE,BS_trpE [EH] COG0147 Anthranilate/para-aminobenzoate synthases component I,76.9,515,119
OFBKKLGO_01121_trpB,BS_trpB [E] COG0133 Tryptophan synthase beta chain,86.0,400,56
OFBKKLGO_01122_trpA,BS_trpA [E] COG0159 Tryptophan synthase alpha chain,77.6,263,59
OFBKKLGO_01123_hisC_2,BS_hisC [E] COG0079 Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,80.8,360,69
OFBKKLGO_01124_group_4576,BS_tyrA [E] COG0287 Prephenate dehydrogenase,82.6,368,64
OFBKKLGO_01125_aroA1,BS_aroE [E] COG0128 5-enolpyruvylshikimate-3-phosphate synthase,85.0,428,64
OFBKKLGO_01126_bepA,BS_ypiA [R] COG0457 FOG: TPR repeat,84.4,423,66
OFBKKLGO_01127_group_16284,BS_ypiB [S] COG5582 Uncharacterized conserved protein,93.9,179,11
OFBKKLGO_01129_petC_2,BS_qcrA [C] COG0723 Rieske Fe-S protein,89.2,167,18
OFBKKLGO_01130_qcrB,BS_qcrB [C] COG1290 Cytochrome b subunit of the bc complex,97.8,224,5
OFBKKLGO_01131_petD,BS_qcrC_1 [C] COG1290 Cytochrome b subunit of the bc complex,94.4,126,7
OFBKKLGO_01134_oxdC_1,BS_yvrK [GR] COG2140 Thermophilic glucose-6-phosphate isomerase and related metalloenzymes,67.0,376,124
OFBKKLGO_01135_group_16169,BS_ypjC [S] COG1284 Uncharacterized conserved protein,91.2,215,19
OFBKKLGO_01136_ypjD,BS_ypjD [R] COG1694 Predicted pyrophosphatase,91.0,111,10
OFBKKLGO_01137_dapB,BS_dapB [E] COG0289 Dihydrodipicolinate reductase,90.6,267,25
OFBKKLGO_01138_mgsA,BS_ypjF [G] COG1803 Methylglyoxal synthase,90.4,136,13
OFBKKLGO_01139_bshB1_1,"BS_ypjG [S] COG2120 Uncharacterized proteins, LmbE homologs",79.5,215,44
OFBKKLGO_01140_bshA,BS_ypjH [M] COG0438 Glycosyltransferase,87.0,377,49
OFBKKLGO_01141_cca,BS_papS [J] COG0617 tRNA nucleotidyltransferase/poly(A) polymerase,64.7,397,139
OFBKKLGO_01142_birA,BS_birA_2 [H] COG0340 Biotin-(acetyl-CoA carboxylase) ligase,80.7,244,47
OFBKKLGO_01144_panB,BS_panB [H] COG0413 Ketopantoate hydroxymethyltransferase,90.3,277,27
OFBKKLGO_01146_panD,BS_panD [H] COG0853 Aspartate 1-decarboxylase,92.1,127,10
OFBKKLGO_01147_dinG,BS_dinG_2 [KL] COG1199 Rad3-related DNA helicases,69.3,707,215
OFBKKLGO_01149_ypmB,BS_ypmB [S] COG5353 Uncharacterized protein conserved in bacteria,76.4,161,38
OFBKKLGO_01151_asnS,BS_asnS [J] COG0017 Aspartyl/asparaginyl-tRNA synthetases,95.3,430,20
OFBKKLGO_01152_dnaD,BS_dnaD [L] COG3935 Putative primosome component and related proteins,89.2,232,25
OFBKKLGO_01153_nth,BS_nth [L] COG0177 Predicted EndoIII-related endonuclease,97.3,219,6
OFBKKLGO_01156_recU,"BS_yppB [R] COG3331 Penicillin-binding protein-related factor A, putative recombinase",89.4,199,21
OFBKKLGO_01164_crr,BS_ypqE [G] COG2190 Phosphotransferase system IIA components,73.8,168,44
OFBKKLGO_01166_group_3553,BS_yprB [L] COG3359 Predicted exonuclease,72.2,413,114
OFBKKLGO_01169_group_5973,BS_ypsA [S] COG4474 Uncharacterized protein conserved in bacteria,81.7,180,33
OFBKKLGO_01170_gpsB,BS_ypsB [D] COG3599 Cell division initiation protein,98.0,98,2
OFBKKLGO_01172_rlmL,BS_ypsC [L] COG0116 Predicted N6-adenine-specific DNA methylase,91.4,374,32
OFBKKLGO_01176_yoaA,BS_ypvA [KL] COG1199 Rad3-related DNA helicases,90.1,638,61
OFBKKLGO_01177_ypwA,BS_ypwA [E] COG2317 Zn-dependent carboxypeptidase,83.4,500,83
OFBKKLGO_01179_xpt,BS_xpt [F] COG0503 Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins,85.6,194,28
OFBKKLGO_01180_pucK,BS_pbuX [F] COG2233 Xanthine/uracil permeases,82.0,133,24
OFBKKLGO_01387_ypcP,BS_ypcP [L] COG0258 5'-3' exonuclease (including N-terminal domain of PolI),85.3,293,43
OFBKKLGO_01389_rnhA,BS_ypdQ [L] COG0328 Ribonuclease HI,86.8,129,17
OFBKKLGO_01390_group_16277,BS_ypdP [S] COG1738 Uncharacterized conserved protein,86.2,225,31
OFBKKLGO_01395_cspD,BS_cspD [K] COG1278 Cold shock proteins,98.5,66,1
OFBKKLGO_01396_ugtP,BS_ypfP [M] COG0707 UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase,89.9,375,37
OFBKKLGO_01397_metAA,BS_metB [E] COG1897 Homoserine trans-succinylase,90.4,218,21
OFBKKLGO_01404_rsmJ,BS_ypiP [QR] COG0500 SAM-dependent methyltransferases,71.9,171,47
OFBKKLGO_01406_thyA2,BS_thyB [F] COG0207 Thymidylate synthase,95.1,264,13
OFBKKLGO_01407_group_1772,BS_dfrA [H] COG0262 Dihydrofolate reductase,76.4,161,38
OFBKKLGO_01409_group_3569,"BS_yplQ [R] COG1272 Predicted membrane protein, hemolysin III homolog",84.9,212,32
OFBKKLGO_01411_ilvA,BS_ilvA [E] COG1171 Threonine dehydratase,88.4,422,49
OFBKKLGO_01413_ypmQ,"BS_ypmQ [R] COG1999 Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems",74.6,193,49
OFBKKLGO_01432_group_1232,BS_cgeE [KR] COG0454 Histone acetyltransferase HPA2 and related acetyltransferases,67.2,259,85
OFBKKLGO_01438_scoB_2,"BS_yodR [I] COG2057 Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit",78.2,216,47
OFBKKLGO_01439_ylmB_2,BS_argE [E] COG0624 Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases,78.7,428,91
OFBKKLGO_01441_kamA,"BS_yodO [E] COG1509 Lysine 2,3-aminomutase",90.7,472,42
OFBKKLGO_01443_group_4622,BS_yozE [S] COG4479 Uncharacterized protein conserved in bacteria,83.3,72,12
OFBKKLGO_01448_pgpB,BS_yodM [I] COG0671 Membrane-associated phospholipid phosphatase,56.2,203,89
OFBKKLGO_01451_deoD,BS_deoD [F] COG0813 Purine-nucleoside phosphorylase,90.1,232,23
OFBKKLGO_01452_yodJ,BS_yodJ [M] COG1876 D-alanyl-D-alanine carboxypeptidase,78.0,273,59
OFBKKLGO_01455_ctpA,BS_ctpA [M] COG0793 Periplasmic protease,81.1,466,88
OFBKKLGO_01459_yodF_2,BS_yodF [ER] COG0591 Na+/proline symporter,90.9,496,45
OFBKKLGO_01461_mhqE,BS_yodE [E] COG0346 Lactoylglutathione lyase and related lyases,74.6,303,77
OFBKKLGO_01462_mhqD,BS_yodD [R] COG0400 Predicted esterase,83.2,197,33
OFBKKLGO_01463_yodC_1,BS_yodC [C] COG0778 Nitroreductase,84.7,202,31
OFBKKLGO_01471_bshB2,"BS_yojGm [S] COG2120 Uncharacterized proteins, LmbE homologs",90.5,221,21
OFBKKLGO_01473_norM,BS_yojI [V] COG0534 Na+-driven multidrug efflux pump,81.5,449,83
OFBKKLGO_01475_oleD_2,"BS_yojK [GC] COG1819 Glycosyl transferases, related to UDP-glucuronosyltransferase",63.4,279,101
OFBKKLGO_01478_group_6042,BS_yojN [R] COG0714 MoxR-like ATPases,87.5,296,37
OFBKKLGO_01479_group_6043,BS_yojO [P] COG4548 Nitric oxide reductase activation protein,85.4,638,93
OFBKKLGO_01480_odhA,"BS_odhA [C] COG0567 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes",85.7,939,125
OFBKKLGO_01481_odhB,"BS_odhB [C] COG0508 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes",93.8,417,24
OFBKKLGO_01483_panS,BS_yocS [R] COG0385 Predicted Na+-dependent transporter,84.8,309,47
OFBKKLGO_01485_group_4630,BS_sodF [P] COG0605 Superoxide dismutase,80.1,281,56
OFBKKLGO_01492_yocM,BS_yocM [O] COG0071 Molecular chaperone (small heat shock protein),61.9,160,57
OFBKKLGO_01495_yocK,BS_yocK [T] COG1734 DnaK suppressor protein,71.6,162,46
OFBKKLGO_01496_azoR1,BS_yocJ [I] COG1182 Acyl carrier protein phosphodiesterase,89.9,208,21
OFBKKLGO_01499_recQ,BS_yocI [L] COG0514 Superfamily II DNA helicase,82.8,592,101
OFBKKLGO_01500_yocH,BS_yocH_1 [M] COG1388 FOG: LysM repeat,82.4,136,24
OFBKKLGO_01505_group_4634,BS_yozB [S] COG2322 Predicted membrane protein,92.7,178,13
OFBKKLGO_01506_group_16196,BS_yocA [M] COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),80.8,219,42
OFBKKLGO_01507_czrA,BS_yozA [K] COG0640 Predicted transcriptional regulators,89.1,110,9
OFBKKLGO_01512_csaA,BS_csaA [R] COG0073 EMAP domain,77.3,110,25
OFBKKLGO_01528_ucpA,BS_yoxD [IQR] COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),89.1,238,26
OFBKKLGO_01530_proC_1,BS_proH [E] COG0345 Pyrroline-5-carboxylate reductase,76.4,237,56
OFBKKLGO_01531_proB_2,BS_proJ [E] COG0263 Glutamate 5-kinase,77.2,372,84
OFBKKLGO_01532_gltC_2,BS_gltC [K] COG0583 Transcriptional regulator,91.3,300,26
OFBKKLGO_01534_gltB,BS_gltB [ER] COG0493 NADPH-dependent glutamate synthase beta chain and related oxidoreductases,93.3,493,33
OFBKKLGO_01539_hlyU,L133446 [K] COG0640 Predicted transcriptional regulators,47.0,100,53
OFBKKLGO_01543_xerC_3,CAC1595 [L] COG0582 Integrase,41.0,183,99
OFBKKLGO_01545_mepA,BS_yoeA [V] COG0534 Na+-driven multidrug efflux pump,83.9,459,74
OFBKKLGO_01552_bcd,BS_yngJ [I] COG1960 Acyl-CoA dehydrogenases,87.6,380,47
OFBKKLGO_01553_fadD3,BS_yngI [IQ] COG0318 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,73.9,545,142
OFBKKLGO_01554_cfiB,BS_yngH [I] COG0439 Biotin carboxylase,74.6,441,112
OFBKKLGO_01555_yngHB,BS_yngGa [I] COG0511 Biotin carboxyl carrier protein,78.8,66,14
OFBKKLGO_01556_yngG,BS_yngG [E] COG0119 Isopropylmalate/homocitrate/citramalate synthases,68.5,298,94
OFBKKLGO_01558_accD5,"BS_yngE [I] COG4799 Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",84.5,509,79
OFBKKLGO_01559_group_3597,BS_yngC [S] COG0586 Uncharacterized membrane-associated protein,81.7,191,35
OFBKKLGO_01563_bioK,BS_bioA [H] COG0161 Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,84.2,444,70
OFBKKLGO_01566_bioB,BS_bioB [H] COG0502 Biotin synthase and related enzymes,88.3,333,39
OFBKKLGO_01583_alsT_1,BS_alsT [E] COG1115 Na+/alanine symporter,84.8,461,70
OFBKKLGO_01586_parC,"BS_grlA [L] COG0188 Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit",88.5,802,92
OFBKKLGO_01587_parE,"BS_grlB [L] COG0187 Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit",95.7,627,27
OFBKKLGO_01588_yccU,BS_yneT [R] COG1832 Predicted CoA-binding protein,85.9,135,19
OFBKKLGO_01589_plsY,BS_yneS [S] COG0344 Predicted membrane protein,88.5,192,22
OFBKKLGO_01592_group_4649,BS_ynePm [R] COG0824 Predicted thioesterase,89.9,129,13
OFBKKLGO_01596_citB,BS_citB [C] COG1048 Aconitase A,93.7,908,57
OFBKKLGO_01599_cotM,BS_cotM [O] COG0071 Molecular chaperone (small heat shock protein),67.2,125,37
OFBKKLGO_01601_group_6060,BS_yneJ [O] COG4846 Membrane protein involved in cytochrome C biogenesis,85.6,160,23
OFBKKLGO_01602_cheY_2,BS_yneI [T] COG0784 FOG: CheY-like receiver,85.7,119,17
OFBKKLGO_01603_group_5123,BS_ccdA [O] COG0785 Cytochrome c biogenesis protein,80.0,230,46
OFBKKLGO_01605_group_15763,BS_yneF [S] COG3763 Uncharacterized protein conserved in bacteria,98.6,72,1
OFBKKLGO_01607_tkt,BS_tkt [G] COG0021 Transketolase,90.3,667,65
OFBKKLGO_01608_group_6062,BS_ynzC [S] COG4224 Uncharacterized protein conserved in bacteria,85.7,77,11
OFBKKLGO_01609_yneB,"BS_yneB [L] COG1961 Site-specific recombinases, DNA invertase Pin homologs",86.9,214,28
OFBKKLGO_01610_yneA,BS_yneA [M] COG1388 FOG: LysM repeat,66.0,103,35
OFBKKLGO_01611_lexA,BS_lexA [KT] COG1974 SOS-response transcriptional repressors (RecA-mediated autopeptidases),92.7,206,14
OFBKKLGO_01619_yncF,BS_yncF [F] COG0756 dUTPase,89.6,144,15
OFBKKLGO_01625_gbpA,L11456 [S] COG3397 Uncharacterized protein conserved in bacteria,61.8,204,73
OFBKKLGO_01637_adh,SA0562 [R] COG1064 Zn-dependent alcohol dehydrogenases,75.6,336,82
OFBKKLGO_01657_glnA,BS_glnA [E] COG0174 Glutamine synthetase,97.3,444,12
OFBKKLGO_01658_glnR,BS_glnR [K] COG0789 Predicted transcriptional regulators,93.3,135,7
OFBKKLGO_01659_group_6076,BS_ynbB [P] COG4100 Cystathionine beta-lyase family protein involved in aluminum resistance,88.8,421,47
OFBKKLGO_01660_hflX,BS_ynbA [R] COG2262 GTPases,90.7,300,28
OFBKKLGO_01665_nrdF,"BS_nrdF [F] COG0208 Ribonucleotide reductase, beta subunit",94.5,329,18
OFBKKLGO_01666_nrdE,"BS_nrdE [F] COG0209 Ribonucleotide reductase, alpha subunit",95.0,700,35
OFBKKLGO_01670_hfq,BS_ymaH [R] COG1923 Uncharacterized host factor I protein,95.9,73,3
OFBKKLGO_01671_miaA,BS_miaA [J] COG0324 tRNA delta(2)-isopentenylpyrophosphate transferase,81.8,314,57
OFBKKLGO_01674_ebrA,BS_ebrA [P] COG2076 Membrane transporters of cations and cationic drugs,73.1,104,28
OFBKKLGO_01675_ebrB,BS_ebrB [P] COG2076 Membrane transporters of cations and cationic drugs,67.8,115,37
OFBKKLGO_01676_group_4659,"BS_ymaD [O] COG1764 Predicted redox protein, regulator of disulfide bond formation",78.1,146,32
OFBKKLGO_01679_aprX,BS_aprX [O] COG1404 Subtilisin-like serine proteases,81.6,440,81
OFBKKLGO_01683_pksS,BS_pksS [Q] COG2124 Cytochrome P450,75.0,368,92
OFBKKLGO_01690_pksH,BS_pksH [I] COG1024 Enoyl-CoA hydratase/carnithine racemase,66.4,256,85
