Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_00879_phoA,WP_013351657.1 alkaline phosphatase [Bacillus amyloliquefaciens],100.0,459,0
OFBKKLGO_00881_cysL_1,WP_014469967.1 LysR family transcriptional regulator [Bacillus amyloliquefaciens],100.0,291,0
OFBKKLGO_00882_citA,AEB23064.1 citrate synthase I [Bacillus amyloliquefaciens TA208],100.0,369,0
OFBKKLGO_00883_ydaD_2,WP_014469969.1 SDR family oxidoreductase [Bacillus amyloliquefaciens],100.0,289,0
OFBKKLGO_00885_group_3504,WP_013351663.1 sodium-dependent transporter [Bacillus amyloliquefaciens],100.0,435,0
OFBKKLGO_00886_yhdK,ATX83656.1 anti-sigma factor [Bacillus velezensis],100.0,96,0
OFBKKLGO_00887_yhdL,WP_013351664.1 anti-sigma factor [Bacillus amyloliquefaciens],100.0,357,0
OFBKKLGO_00888_sigM,WP_003155312.1 MULTISPECIES: RNA polymerase sigma factor SigM [Bacillus],100.0,162,0
OFBKKLGO_00889_plsC,WP_013351665.1 1-acylglycerol-3-phosphate O-acyltransferase [Bacillus amyloliquefaciens],100.0,199,0
OFBKKLGO_00890_group_16026,WP_014469970.1 HlyC/CorC family transporter [Bacillus amyloliquefaciens],100.0,443,0
OFBKKLGO_00891_group_5913,WP_013351667.1 MerR family transcriptional regulator [Bacillus amyloliquefaciens],99.3,141,1
OFBKKLGO_00893_pksF,WP_013351669.1 polyketide beta-ketoacyl:ACP synthase [Bacillus amyloliquefaciens],100.0,414,0
OFBKKLGO_00894_group_2741,WP_013351670.1 HlyC/CorC family transporter [Bacillus amyloliquefaciens],100.0,462,0
OFBKKLGO_00898_group_4527,WP_003155299.1 MULTISPECIES: YhdX family protein [Bacillus],100.0,34,0
OFBKKLGO_00899_group_5914,WP_014469974.1 mechanosensitive ion channel family protein [Bacillus amyloliquefaciens],100.0,371,0
OFBKKLGO_00900_cobB,WP_014469975.1 NAD-dependent protein deacylase [Bacillus amyloliquefaciens],100.0,246,0
OFBKKLGO_00901_group_4528,WP_014469976.1 polysaccharide deacetylase [Bacillus amyloliquefaciens],100.0,282,0
OFBKKLGO_00902_dat,WP_014469977.1 D-amino-acid transaminase [Bacillus amyloliquefaciens],100.0,283,0
OFBKKLGO_00905_nhaX,WP_014469980.1 universal stress protein [Bacillus amyloliquefaciens],100.0,166,0
OFBKKLGO_00906_yheI,WP_013351681.1 ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],99.8,585,1
OFBKKLGO_00907_yheH,WP_013351682.1 ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],100.0,673,0
OFBKKLGO_00909_group_2745,AEB23092.1 YheF [Bacillus amyloliquefaciens TA208],100.0,41,0
OFBKKLGO_00910_group_2746,WP_013351684.1 alpha/beta-type small acid-soluble spore protein [Bacillus amyloliquefaciens],100.0,68,0
OFBKKLGO_00911_group_16057,WP_012117190.1 MULTISPECIES: YheE family protein [Bacillus],100.0,68,0
OFBKKLGO_00914_group_2747,WP_013351688.1 DUF445 domain-containing protein [Bacillus amyloliquefaciens],100.0,377,0
OFBKKLGO_00915_group_5916,WP_014469986.1 YlbF family regulator [Bacillus amyloliquefaciens],100.0,116,0
OFBKKLGO_00916_yhaX,CBI42199.1 putative hydrolase [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,288,0
OFBKKLGO_00917_hemZ,"AEB62610.1 oxygen-independent coproporphyrinogen III oxidase, putative [Bacillus amyloliquefaciens LL3]",100.0,500,0
OFBKKLGO_00918_iucD,AEB62611.1 monooxygenase [Bacillus amyloliquefaciens LL3],99.8,455,1
OFBKKLGO_00920_khtT_1,WP_014469990.1 MULTISPECIES: cation:proton antiporter regulatory subunit [Bacillus],100.0,165,0
OFBKKLGO_00925_yhaP,WP_013351699.1 ABC transporter permease [Bacillus amyloliquefaciens],100.0,419,0
OFBKKLGO_00926_yhaO,WP_014469993.1 DNA repair exonuclease [Bacillus amyloliquefaciens],100.0,407,0
OFBKKLGO_00928_yhaM,WP_014469995.1 3'-5' exoribonuclease YhaM [Bacillus amyloliquefaciens],100.0,314,0
OFBKKLGO_00930_prsA,WP_014469996.1 peptidylprolyl isomerase [Bacillus amyloliquefaciens],100.0,285,0
OFBKKLGO_00931_group_16238,WP_013351706.1 DUF3267 domain-containing protein [Bacillus amyloliquefaciens],100.0,176,0
OFBKKLGO_00932_yhaI,WP_003155243.1 MULTISPECIES: YhaI family protein [Bacillus],100.0,110,0
OFBKKLGO_00933_hpr,WP_014469997.1 HTH-type transcriptional regulator Hpr [Bacillus amyloliquefaciens],99.5,203,1
OFBKKLGO_00934_group_2752,WP_013351708.1 YtxH domain-containing protein [Bacillus amyloliquefaciens],100.0,118,0
OFBKKLGO_00935_group_16219,AIU81143.1 hypothetical protein NG74_01032 [Bacillus velezensis],100.0,59,0
OFBKKLGO_00936_trpP,WP_013351710.1 tryptophan transporter [Bacillus amyloliquefaciens],100.0,172,0
OFBKKLGO_00937_serC,WP_013351711.1 3-phosphoserine/phosphohydroxythreonine transaminase [Bacillus amyloliquefaciens],100.0,359,0
OFBKKLGO_00938_hit,WP_007409220.1 MULTISPECIES: HIT family protein [Bacillus],100.0,145,0
OFBKKLGO_00939_ecsA_1,WP_013351712.1 ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],100.0,247,0
OFBKKLGO_00940_group_5922,WP_013351713.1 ABC transporter permease [Bacillus amyloliquefaciens],100.0,408,0
OFBKKLGO_00942_group_4533,WP_013351715.1 amidohydrolase [Bacillus amyloliquefaciens],99.7,395,1
OFBKKLGO_00943_group_1429,WP_013351716.1 hypothetical protein [Bacillus amyloliquefaciens],99.8,461,1
OFBKKLGO_00944_hmoB,WP_013351717.1 heme-degrading oxygenase HmoB [Bacillus amyloliquefaciens],100.0,166,0
OFBKKLGO_00945_pbpF,WP_013351718.1 PBP1A family penicillin-binding protein [Bacillus amyloliquefaciens],100.0,713,0
OFBKKLGO_00947_hemH,WP_013351720.1 ferrochelatase [Bacillus amyloliquefaciens],100.0,311,0
OFBKKLGO_00948_hemY,WP_013351721.1 protoporphyrinogen oxidase [Bacillus amyloliquefaciens],100.0,477,0
OFBKKLGO_00949_group_16344,WP_013351722.1 TetR/AcrR family transcriptional regulator [Bacillus amyloliquefaciens],100.0,190,0
OFBKKLGO_00950_smc_1,WP_013351723.1 YhgE/Pip domain-containing protein [Bacillus amyloliquefaciens],99.9,777,1
OFBKKLGO_00951_fabHB,WP_013351724.1 ketoacyl-ACP synthase III [Bacillus amyloliquefaciens],100.0,325,0
OFBKKLGO_00953_ysdC_1,WP_013351725.1 M42 family metallopeptidase [Bacillus amyloliquefaciens],99.7,346,1
OFBKKLGO_00954_gltT,WP_013351726.1 cation:dicarboxylase symporter family transporter [Bacillus amyloliquefaciens],100.0,429,0
OFBKKLGO_00955_group_4539,WP_013351727.1 MBL fold metallo-hydrolase [Bacillus amyloliquefaciens],100.0,244,0
OFBKKLGO_00956_lplJ,WP_013351728.1 lipoate--protein ligase [Bacillus amyloliquefaciens],100.0,331,0
OFBKKLGO_00957_yhfK,AEB62656.1 putative epimerase [Bacillus amyloliquefaciens LL3],100.0,214,0
OFBKKLGO_00958_lcfB_2,WP_014470002.1 fatty acid--CoA ligase family protein [Bacillus amyloliquefaciens],100.0,513,0
OFBKKLGO_00959_group_2755,WP_013351731.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,131,0
OFBKKLGO_00960_htpX_1,WP_013351732.1 M48 family metallopeptidase [Bacillus amyloliquefaciens],100.0,416,0
OFBKKLGO_00961_apr,WP_013351733.1 S8 family peptidase [Bacillus amyloliquefaciens],100.0,381,0
OFBKKLGO_00963_pspB,WP_014470003.1 histidine phosphatase family protein [Bacillus amyloliquefaciens],100.0,191,0
OFBKKLGO_00964_yhfS,WP_013351736.1 acetyl-CoA C-acyltransferase [Bacillus amyloliquefaciens],100.0,363,0
OFBKKLGO_00967_hemAT,WP_014470005.1 globin-coupled sensor protein [Bacillus amyloliquefaciens],99.8,430,1
OFBKKLGO_00968_petC_1,WP_014470006.1 FAD-dependent oxidoreductase [Bacillus amyloliquefaciens],99.8,507,1
OFBKKLGO_00969_ydaD_3,WP_013351742.1 glucose 1-dehydrogenase [Bacillus amyloliquefaciens],99.6,285,1
OFBKKLGO_00970_group_3518,WP_013351743.1 IDEAL domain-containing protein [Bacillus amyloliquefaciens],100.0,77,0
OFBKKLGO_00971_comK,WP_013351744.1 competence protein ComK [Bacillus amyloliquefaciens],100.0,192,0
OFBKKLGO_00974_yncM,AEB62673.1 Uncharacterized protein yrpD [Bacillus amyloliquefaciens LL3],100.0,235,0
OFBKKLGO_00975_group_1431,WP_013351748.1 excalibur calcium-binding domain-containing protein [Bacillus amyloliquefaciens],100.0,89,0
OFBKKLGO_00976_group_5931,WP_003155166.1 MULTISPECIES: YbjQ family protein [Bacillus],100.0,105,0
OFBKKLGO_00977_yodF_1,WP_013351749.1 sodium:solute symporter [Bacillus amyloliquefaciens],100.0,489,0
OFBKKLGO_00978_group_2172,WP_003155162.1 MULTISPECIES: DUF3311 domain-containing protein [Bacillus],100.0,66,0
OFBKKLGO_00979_group_1432,WP_013351750.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,119,0
OFBKKLGO_00981_sipV,WP_013351752.1 signal peptidase I [Bacillus amyloliquefaciens],99.4,171,1
OFBKKLGO_00983_pchR,WP_013351754.1 MarR family transcriptional regulator [Bacillus amyloliquefaciens],99.4,174,1
OFBKKLGO_00984_group_3519,AEB62684.1 putative integral inner membrane protein [Bacillus amyloliquefaciens LL3],100.0,385,0
OFBKKLGO_00985_tetA_1,WP_014470008.1 MFS transporter [Bacillus amyloliquefaciens],100.0,398,0
OFBKKLGO_00986_qacR,AEK88181.1 hypothetical protein BAXH7_01039 [Bacillus amyloliquefaciens XH7],100.0,206,0
OFBKKLGO_00988_group_349,WP_013351759.1 DUF421 domain-containing protein [Bacillus amyloliquefaciens],100.0,237,0
OFBKKLGO_00989_addB,WP_014470009.1 helicase-exonuclease AddAB subunit AddB [Bacillus amyloliquefaciens],99.9,1166,1
OFBKKLGO_00990_addA,WP_014470010.1 helicase-exonuclease AddAB subunit AddA [Bacillus amyloliquefaciens],100.0,1234,0
OFBKKLGO_00991_cpdA_1,WP_013351762.1 exonuclease SbcCD subunit D [Bacillus amyloliquefaciens],100.0,390,0
OFBKKLGO_00993_group_847,WP_013351764.1 MULTISPECIES: hypothetical protein [Bacillus amyloliquefaciens group],100.0,99,0
OFBKKLGO_00994_gerPF_1,WP_013351765.1 MULTISPECIES: spore germination protein [Bacillus amyloliquefaciens group],100.0,72,0
OFBKKLGO_00996_gerPD,WP_013351767.1 MULTISPECIES: hypothetical protein [Bacillus amyloliquefaciens group],100.0,58,0
OFBKKLGO_00997_gerPC,WP_013351768.1 MULTISPECIES: spore germination protein GerPC [Bacillus amyloliquefaciens group],100.0,206,0
OFBKKLGO_00999_gerPA,WP_003155135.1 MULTISPECIES: spore germination protein [Bacillus],100.0,73,0
OFBKKLGO_01001_yisK,WP_013351771.1 MULTISPECIES: fumarylacetoacetate hydrolase family protein [Bacillus amyloliquefaciens group],100.0,301,0
OFBKKLGO_01002_group_5938,WP_013351772.1 YisL family protein [Bacillus amyloliquefaciens],100.0,118,0
OFBKKLGO_01005_asnO,WP_013351775.1 asparagine synthase (glutamine-hydrolyzing) [Bacillus amyloliquefaciens],100.0,613,0
OFBKKLGO_01007_yeeO,AEB62711.1 putative Na+driven efflux transporter [Bacillus amyloliquefaciens LL3],99.8,465,1
OFBKKLGO_01016_yitJ,WP_014470019.1 bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase [Bacillus amyloliquefaciens],100.0,613,0
OFBKKLGO_01024_group_1434,WP_014470022.1 DegV family protein [Bacillus amyloliquefaciens],100.0,283,0
OFBKKLGO_01025_group_16150,WP_013351793.1 YitT family protein [Bacillus amyloliquefaciens],100.0,280,0
OFBKKLGO_01026_group_2768,WP_013351794.1 proteinase inhibitor [Bacillus amyloliquefaciens],100.0,153,0
OFBKKLGO_01027_group_3531,WP_013351795.1 MULTISPECIES: DUF3813 domain-containing protein [Bacillus],100.0,65,0
OFBKKLGO_01029_yitU,WP_013351797.1 Cof-type HAD-IIB family hydrolase [Bacillus amyloliquefaciens],100.0,270,0
OFBKKLGO_01030_group_5944,WP_014470023.1 prolyl oligopeptidase family serine peptidase [Bacillus amyloliquefaciens],100.0,254,0
OFBKKLGO_01031_sufT,WP_003155088.1 MULTISPECIES: metal-sulfur cluster assembly factor [Bacillus],99.0,102,1
OFBKKLGO_01034_deoB,WP_024085549.1 MULTISPECIES: phosphopentomutase [Bacillus amyloliquefaciens group],100.0,81,0
OFBKKLGO_01035_punA,WP_013352747.1 purine-nucleoside phosphorylase [Bacillus amyloliquefaciens],99.6,272,1
OFBKKLGO_01037_spoIIAA,WP_013352745.1 anti-sigma F factor antagonist [Bacillus amyloliquefaciens],100.0,117,0
OFBKKLGO_01038_spoIIAB,WP_003153347.1 MULTISPECIES: anti-sigma F factor [Bacillus],100.0,146,0
OFBKKLGO_01039_sigF,WP_003153348.1 MULTISPECIES: RNA polymerase sporulation sigma factor SigF [Bacillus],100.0,255,0
OFBKKLGO_01040_group_4559,WP_013352744.1 stage V sporulation protein AA [Bacillus amyloliquefaciens],100.0,206,0
OFBKKLGO_01042_group_16180,WP_007612334.1 MULTISPECIES: stage V sporulation protein AC [Bacillus],99.3,150,1
OFBKKLGO_01043_spoVAD,WP_013352743.1 stage V sporulation protein AD [Bacillus amyloliquefaciens],100.0,338,0
OFBKKLGO_01044_group_5946,WP_013352742.1 stage V sporulation protein AE [Bacillus amyloliquefaciens],100.0,116,0
OFBKKLGO_01045_group_2772,WP_088030539.1 stage V sporulation protein AE [Bacillus amyloliquefaciens],100.0,201,0
OFBKKLGO_01046_gerXA,WP_014470027.1 spore germination protein [Bacillus amyloliquefaciens],100.0,493,0
OFBKKLGO_01048_ypuA,WP_014470029.1 DUF1002 domain-containing protein [Bacillus amyloliquefaciens],99.7,299,1
OFBKKLGO_01049_ppiB,WP_038463262.1 MULTISPECIES: peptidylprolyl isomerase [Bacillus],100.0,143,0
OFBKKLGO_01050_group_4036,WP_013352736.1 DUF1453 family protein [Bacillus amyloliquefaciens],100.0,162,0
OFBKKLGO_01051_sipS,WP_038462897.1 signal peptidase I [Bacillus amyloliquefaciens],100.0,186,0
OFBKKLGO_01052_group_5949,WP_013352734.1 MULTISPECIES: hypothetical protein [Bacillus subtilis group],100.0,114,0
OFBKKLGO_01054_ribD,WP_013352733.1 MULTISPECIES: bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Bacillus subtilis group],100.0,371,0
OFBKKLGO_01055_ribE,WP_014470033.1 MULTISPECIES: riboflavin synthase [Bacillus subtilis group],100.0,215,0
OFBKKLGO_01056_ribBA,"WP_013352731.1 MULTISPECIES: bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II [Bacillus subtilis group]",100.0,398,0
OFBKKLGO_01057_ribH,"WP_013352730.1 MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase [Bacillus subtilis group]",100.0,154,0
OFBKKLGO_01058_ribT,WP_013352729.1 GNAT family N-acetyltransferase RibT [Bacillus amyloliquefaciens],100.0,124,0
OFBKKLGO_01060_group_5952,WP_076983148.1 MULTISPECIES: YjcZ family sporulation protein [Bacillus subtilis group],100.0,29,0
OFBKKLGO_01061_scpA,WP_013352727.1 MULTISPECIES: segregation/condensation protein A [Bacillus subtilis group],100.0,251,0
OFBKKLGO_01062_scpB,WP_013352726.1 SMC-Scp complex subunit ScpB [Bacillus amyloliquefaciens],100.0,197,0
OFBKKLGO_01063_group_4561,WP_013352725.1 DUF3907 family protein [Bacillus amyloliquefaciens],100.0,161,0
OFBKKLGO_01064_dacB,WP_013352724.1 D-alanyl-D-alanine carboxypeptidase [Bacillus amyloliquefaciens],100.0,383,0
OFBKKLGO_01065_spmA,WP_013352723.1 spore maturation protein [Bacillus amyloliquefaciens],100.0,196,0
OFBKKLGO_01066_spmB,WP_013352722.1 spore maturation protein [Bacillus amyloliquefaciens],100.0,178,0
OFBKKLGO_01067_rluB,WP_013352721.1 23S rRNA pseudouridine(2605) synthase RluB [Bacillus amyloliquefaciens],100.0,244,0
OFBKKLGO_01068_resA_2,WP_014470035.1 thiol-disulfide oxidoreductase ResA [Bacillus amyloliquefaciens],100.0,179,0
OFBKKLGO_01070_ccsA_1,WP_013352718.1 c-type cytochrome biogenesis protein CcsB [Bacillus amyloliquefaciens],100.0,391,0
OFBKKLGO_01072_resE,WP_013352717.1 HAMP domain-containing protein [Bacillus amyloliquefaciens],100.0,593,0
OFBKKLGO_01073_sigX,WP_013352716.1 RNA polymerase sigma factor SigX [Bacillus amyloliquefaciens],100.0,194,0
OFBKKLGO_01075_serA,WP_014470037.1 phosphoglycerate dehydrogenase [Bacillus amyloliquefaciens],100.0,525,0
OFBKKLGO_01077_fmnP,WP_076983669.1 ECF transporter S component [Bacillus amyloliquefaciens],100.0,190,0
OFBKKLGO_01078_fer,WP_003153403.1 MULTISPECIES: ferredoxin [Bacillus],100.0,82,0
OFBKKLGO_01080_dbpA_2,WP_013352711.1 ATP-dependent DNA helicase RecQ [Bacillus amyloliquefaciens],100.0,460,0
OFBKKLGO_01085_ypbG,WP_013352707.1 metallophosphoesterase [Bacillus amyloliquefaciens],100.0,262,0
OFBKKLGO_01086_mecB,WP_014470042.1 genetic competence negative regulator [Bacillus amyloliquefaciens],100.0,194,0
OFBKKLGO_01087_gudB,WP_013352705.1 NAD-specific glutamate dehydrogenase [Bacillus amyloliquefaciens],100.0,424,0
OFBKKLGO_01089_prsW,WP_014470043.1 intramembrane metalloprotease PrsW [Bacillus amyloliquefaciens],100.0,218,0
OFBKKLGO_01090_sleB,WP_013352702.1 spore cortex-lytic enzyme [Bacillus amyloliquefaciens],100.0,289,0
OFBKKLGO_01091_ypeB,WP_013352701.1 germination protein YpeB [Bacillus amyloliquefaciens],100.0,449,0
OFBKKLGO_01093_group_5962,WP_013352699.1 YpfB family protein [Bacillus amyloliquefaciens],100.0,58,0
OFBKKLGO_01094_cmk,WP_013352698.1 (d)CMP kinase [Bacillus amyloliquefaciens],100.0,224,0
OFBKKLGO_01095_ypfD,WP_014470044.1 30S ribosomal protein S1 [Bacillus amyloliquefaciens],100.0,378,0
OFBKKLGO_01096_fni,WP_013352696.1 type 2 isopentenyl-diphosphate Delta-isomerase [Bacillus amyloliquefaciens],99.7,349,1
OFBKKLGO_01098_group_4569,WP_013352694.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,200,0
OFBKKLGO_01099_der_2,WP_013352693.1 ribosome-associated GTPase EngA [Bacillus amyloliquefaciens],100.0,436,0
OFBKKLGO_01100_gpsA,WP_013352692.1 NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Bacillus amyloliquefaciens],100.0,345,0
OFBKKLGO_01101_group_1229,ASB65887.1 uncharacterized protein S101413_02441 [Bacillus velezensis],98.5,67,1
OFBKKLGO_01102_group_3544,WP_013352690.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,244,0
OFBKKLGO_01104_spoIVA,CBI43307.1 morphogenetic stage IV sporulation protein [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,492,0
OFBKKLGO_01105_hupA,WP_003153447.1 MULTISPECIES: non-specific DNA-binding protein Hbs [Bacillus],100.0,92,0
OFBKKLGO_01106_folE,WP_003153448.1 MULTISPECIES: GTP cyclohydrolase I FolE [Bacillus],100.0,190,0
OFBKKLGO_01107_mtrB,WP_003153449.1 MULTISPECIES: trp RNA-binding attenuation protein MtrB [Bacteria],100.0,75,0
OFBKKLGO_01109_menG,WP_013352687.1 demethylmenaquinone methyltransferase [Bacillus amyloliquefaciens],100.0,233,0
OFBKKLGO_01110_hepT,WP_148232200.1 heptaprenyl diphosphate synthase component II [Bacillus amyloliquefaciens],100.0,349,0
OFBKKLGO_01111_ndk,WP_013352685.1 nucleoside-diphosphate kinase [Bacillus amyloliquefaciens],100.0,148,0
OFBKKLGO_01112_cheR,AEB63990.1 methyl-accepting chemotaxis proteins (MCPs) methyltransferase [Bacillus amyloliquefaciens LL3],100.0,256,0
OFBKKLGO_01113_aroC,WP_013352683.1 chorismate synthase [Bacillus amyloliquefaciens],100.0,390,0
OFBKKLGO_01114_aroB,WP_013352682.1 3-dehydroquinate synthase [Bacillus amyloliquefaciens],100.0,362,0
OFBKKLGO_01115_aroH,WP_013352681.1 chorismate mutase [Bacillus amyloliquefaciens],100.0,127,0
OFBKKLGO_01117_trpE,WP_013352680.1 anthranilate synthase component I [Bacillus amyloliquefaciens],100.0,515,0
OFBKKLGO_01121_trpB,WP_013352676.1 tryptophan synthase subunit beta [Bacillus amyloliquefaciens],100.0,400,0
OFBKKLGO_01122_trpA,WP_013352675.1 tryptophan synthase subunit alpha [Bacillus amyloliquefaciens],100.0,265,0
OFBKKLGO_01123_hisC_2,WP_013352674.1 histidinol-phosphate transaminase [Bacillus amyloliquefaciens],99.7,360,1
OFBKKLGO_01124_group_4576,AEB63979.1 prephenate dehydrogenase [Bacillus amyloliquefaciens LL3],100.0,368,0
OFBKKLGO_01125_aroA1,WP_014470050.1 3-phosphoshikimate 1-carboxyvinyltransferase [Bacillus amyloliquefaciens],99.8,428,1
OFBKKLGO_01126_bepA,CBI43286.1 conserved hypothetical protein [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,423,0
OFBKKLGO_01127_group_16284,WP_013352670.1 YpiB family protein [Bacillus amyloliquefaciens],100.0,179,0
OFBKKLGO_01128_group_848,WP_013352669.1 DUF2487 family protein [Bacillus amyloliquefaciens],100.0,148,0
OFBKKLGO_01129_petC_2,WP_013352668.1 ubiquinol-cytochrome c reductase iron-sulfur subunit [Bacillus amyloliquefaciens],100.0,167,0
OFBKKLGO_01130_qcrB,CDG30178.1 menaquinol:cytochrome c oxidoreductase (cytochrome b subunit) [Bacillus velezensis UCMB5033],100.0,224,0
OFBKKLGO_01131_petD,WP_013352667.1 menaquinol-cytochrome c reductase cytochrome b/c subunit [Bacillus amyloliquefaciens],100.0,255,0
OFBKKLGO_01133_group_5970,WP_013352665.1 sporulation protein YpjB [Bacillus amyloliquefaciens],100.0,260,0
OFBKKLGO_01134_oxdC_1,WP_013352664.1 oxalate decarboxylase family bicupin [Bacillus amyloliquefaciens],99.7,391,1
OFBKKLGO_01135_group_16169,WP_014470054.1 YitT family protein [Bacillus amyloliquefaciens],100.0,290,0
OFBKKLGO_01136_ypjD,AFJ62424.1 conserved hypothetical protein YpjD [Bacillus amyloliquefaciens Y2],100.0,111,0
OFBKKLGO_01137_dapB,WP_013352662.1 4-hydroxy-tetrahydrodipicolinate reductase [Bacillus amyloliquefaciens],100.0,267,0
OFBKKLGO_01138_mgsA,WP_013352661.1 methylglyoxal synthase [Bacillus amyloliquefaciens],100.0,137,0
OFBKKLGO_01139_bshB1_1,WP_013352660.1 bacillithiol biosynthesis deacetylase BshB1 [Bacillus amyloliquefaciens],100.0,237,0
OFBKKLGO_01140_bshA,WP_014470055.1 N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA [Bacillus amyloliquefaciens],100.0,377,0
OFBKKLGO_01141_cca,WP_013352658.1 CCA tRNA nucleotidyltransferase [Bacillus amyloliquefaciens],100.0,396,0
OFBKKLGO_01142_birA,WP_013352657.1 bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor [Bacillus amyloliquefaciens],100.0,325,0
OFBKKLGO_01144_panB,WP_013352656.1 3-methyl-2-oxobutanoate hydroxymethyltransferase [Bacillus amyloliquefaciens],100.0,277,0
OFBKKLGO_01146_panD,WP_013352654.1 aspartate 1-decarboxylase [Bacillus amyloliquefaciens],100.0,127,0
OFBKKLGO_01147_dinG,WP_013352653.1 ATP-dependent DNA helicase DinG [Bacillus amyloliquefaciens],100.0,928,0
OFBKKLGO_01148_group_15780,AFJ62413.1 conserved hypothetical protein YpmA [Bacillus amyloliquefaciens Y2],100.0,56,0
OFBKKLGO_01149_ypmB,WP_013352652.1 DUF5590 domain-containing protein [Bacillus amyloliquefaciens],100.0,161,0
OFBKKLGO_01151_asnS,WP_013352650.1 asparagine--tRNA ligase [Bacillus amyloliquefaciens],99.8,430,1
OFBKKLGO_01152_dnaD,WP_013352649.1 DnaD domain-containing protein [Bacillus amyloliquefaciens],100.0,232,0
OFBKKLGO_01153_nth,WP_013352648.1 endonuclease III [Bacillus amyloliquefaciens],99.5,219,1
OFBKKLGO_01154_ypoC,WP_013352647.1 hypothetical protein [Bacillus amyloliquefaciens],99.4,163,1
OFBKKLGO_01156_recU,CBI43257.1 Holliday junction resolvase [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,202,0
OFBKKLGO_01157_group_3552,WP_013352644.1 DUF2515 domain-containing protein [Bacillus amyloliquefaciens],100.0,320,0
OFBKKLGO_01158_sspM,AEB63944.1 acid-soluble spore protein SspM [Bacillus amyloliquefaciens LL3],100.0,34,0
OFBKKLGO_01161_group_15791,WP_003153532.1 MULTISPECIES: YppF family protein [Bacillus],100.0,60,0
OFBKKLGO_01164_crr,WP_013352638.1 PTS glucose transporter subunit IIA [Bacillus amyloliquefaciens],99.4,168,1
OFBKKLGO_01166_group_3553,WP_013352636.1 ribonuclease H-like domain-containing protein [Bacillus amyloliquefaciens],100.0,412,0
OFBKKLGO_01169_group_5973,WP_013352634.1 DUF1273 domain-containing protein [Bacillus amyloliquefaciens],99.5,182,1
OFBKKLGO_01170_gpsB,AFJ62393.1 Cell cycle protein [Bacillus amyloliquefaciens Y2],100.0,99,0
OFBKKLGO_01172_rlmL,AEB23359.1 methylase with RNA interaction domain [Bacillus amyloliquefaciens TA208],99.7,395,1
OFBKKLGO_01174_group_16318,WP_003153548.1 MULTISPECIES: YpzG family protein [Bacillus],100.0,50,0
OFBKKLGO_01176_yoaA,WP_013352630.1 ATP-dependent DNA helicase [Bacillus amyloliquefaciens],99.8,639,1
OFBKKLGO_01177_ypwA,WP_013352629.1 carboxypeptidase M32 [Bacillus amyloliquefaciens],100.0,500,0
OFBKKLGO_01179_xpt,WP_013352628.1 xanthine phosphoribosyltransferase [Bacillus amyloliquefaciens],99.5,194,1
OFBKKLGO_01180_pucK,AEB23366.1 xanthine permease [Bacillus amyloliquefaciens TA208],100.0,134,0
OFBKKLGO_01386_group_2197,OCB94106.1 uncharacterized protein SRCM101294_03471 [Bacillus amyloliquefaciens],100.0,47,0
OFBKKLGO_01387_ypcP,WP_014470261.1 5'-3' exonuclease [Bacillus amyloliquefaciens],100.0,295,0
OFBKKLGO_01388_sspL,"WP_003153575.1 MULTISPECIES: small, acid-soluble spore protein L [Bacillus]",100.0,42,0
OFBKKLGO_01389_rnhA,AEB63741.1 hypothetical protein LL3_02204 [Bacillus amyloliquefaciens LL3],100.0,131,0
OFBKKLGO_01390_group_16277,KYC95865.1 hypothetical protein B425_2720 [Bacillus amyloliquefaciens],100.0,226,0
OFBKKLGO_01393_group_4606,WP_013352613.1 DUF2564 family protein [Bacillus amyloliquefaciens],100.0,85,0
OFBKKLGO_01394_degR,WP_013352612.1 hypothetical protein [Bacillus amyloliquefaciens],98.3,60,1
OFBKKLGO_01395_cspD,WP_003153604.1 MULTISPECIES: cold-shock protein [Bacillus],100.0,66,0
OFBKKLGO_01396_ugtP,WP_014470264.1 diglucosyl diacylglycerol synthase [Bacillus amyloliquefaciens],99.7,380,1
