ID,GO,CLASSFICATION
OFBKKLGO_00981_sipV,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00981_sipV,serine-type peptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_00981_sipV,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_00983_pchR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00984_group_3519,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00985_tetA_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00985_tetA_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00985_tetA_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00986_qacR,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00986_qacR,DNA-binding transcription factor activity,MOLECULAR_FUNCTION
OFBKKLGO_00989_addB,double-strand break repair via homologous recombination,BIOLOGICAL_PROCESS
OFBKKLGO_00989_addB,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00989_addB,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00989_addB,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00990_addA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00990_addA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00990_addA,DNA helicase activity,MOLECULAR_FUNCTION
OFBKKLGO_00990_addA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00991_cpdA_1,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00991_cpdA_1,DNA metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01001_yisK,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01005_asnO,asparagine synthase (glutamine-hydrolyzing) activity,MOLECULAR_FUNCTION
OFBKKLGO_01007_yeeO,antiporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01016_yitJ,methionine metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01029_yitU,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01030_group_5944,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01034_deoB,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01034_deoB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01034_deoB,magnesium ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01035_punA,"transferase activity, transferring pentosyl groups",MOLECULAR_FUNCTION
OFBKKLGO_01035_punA,nucleobase-containing compound metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01035_punA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01037_spoIIAA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01037_spoIIAA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01038_spoIIAB,negative regulation of sporulation resulting in formation of a cellular spore,BIOLOGICAL_PROCESS
OFBKKLGO_01039_sigF,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01039_sigF,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01039_sigF,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01039_sigF,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01043_spoVAD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01046_gerXA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01049_ppiB,peptidyl-prolyl cis-trans isomerase activity,MOLECULAR_FUNCTION
OFBKKLGO_01049_ppiB,protein folding,BIOLOGICAL_PROCESS
OFBKKLGO_01049_ppiB,peptidyl-prolyl cis-trans isomerase activity,MOLECULAR_FUNCTION
OFBKKLGO_01051_sipS,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01051_sipS,serine-type peptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_01051_sipS,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01054_ribD,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01054_ribD,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01054_ribD,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_01054_ribD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01054_ribD,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01056_ribBA,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",MOLECULAR_FUNCTION
OFBKKLGO_01056_ribBA,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01056_ribBA,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01057_ribH,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01057_ribH,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01058_ribT,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01062_scpB,chromosome separation,BIOLOGICAL_PROCESS
OFBKKLGO_01064_dacB,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01067_rluB,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01067_rluB,intramolecular transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01067_rluB,intramolecular transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01067_rluB,RNA modification,BIOLOGICAL_PROCESS
OFBKKLGO_01068_resA_2,cell redox homeostasis,BIOLOGICAL_PROCESS
OFBKKLGO_01068_resA_2,antioxidant activity,MOLECULAR_FUNCTION
OFBKKLGO_01070_ccsA_1,cytochrome complex assembly,BIOLOGICAL_PROCESS
OFBKKLGO_01070_ccsA_1,cytochrome complex assembly,BIOLOGICAL_PROCESS
OFBKKLGO_01072_resE,phosphorelay sensor kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_01072_resE,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01072_resE,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_01072_resE,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01073_sigX,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01073_sigX,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01075_serA,phosphoglycerate dehydrogenase activity,MOLECULAR_FUNCTION
OFBKKLGO_01075_serA,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_01075_serA,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_01077_fmnP,riboflavin transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01077_fmnP,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01078_fer,electron transfer activity,MOLECULAR_FUNCTION
OFBKKLGO_01080_dbpA_2,DNA recombination,BIOLOGICAL_PROCESS
OFBKKLGO_01080_dbpA_2,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01085_ypbG,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01087_gudB,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01087_gudB,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01087_gudB,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",MOLECULAR_FUNCTION
OFBKKLGO_01089_prsW,peptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_01090_sleB,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01090_sleB,spore germination,BIOLOGICAL_PROCESS
OFBKKLGO_01091_ypeB,spore germination,BIOLOGICAL_PROCESS
OFBKKLGO_01094_cmk,nucleobase-containing compound metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01095_ypfD,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01096_fni,isopentenyl-diphosphate delta-isomerase activity,MOLECULAR_FUNCTION
OFBKKLGO_01096_fni,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01096_fni,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01099_der_2,GTP binding,MOLECULAR_FUNCTION
OFBKKLGO_01100_gpsA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01100_gpsA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01100_gpsA,glycerol-3-phosphate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01100_gpsA,carbohydrate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01100_gpsA,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_01104_spoIVA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01105_hupA,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01106_folE,GTP cyclohydrolase I activity,MOLECULAR_FUNCTION
OFBKKLGO_01107_mtrB,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01109_menG,methyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01109_menG,methyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01110_hepT,isoprenoid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01111_ndk,UTP biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01112_cheR,S-adenosylmethionine-dependent methyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01113_aroC,chorismate synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01114_aroB,3-dehydroquinate synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01114_aroB,"carbon-oxygen lyase activity, acting on phosphates",MOLECULAR_FUNCTION
OFBKKLGO_01117_trpE,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01117_trpE,anthranilate synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01121_trpB,tryptophan synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01121_trpB,tryptophan synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01122_trpA,tryptophan synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01122_trpA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01122_trpA,tryptophan synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01123_hisC_2,transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01123_hisC_2,histidine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01123_hisC_2,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01123_hisC_2,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01124_group_4576,prephenate dehydrogenase (NADP+) activity,MOLECULAR_FUNCTION
OFBKKLGO_01124_group_4576,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01125_aroA1,3-phosphoshikimate 1-carboxyvinyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01125_aroA1,"transferase activity, transferring alkyl or aryl (other than methyl) groups",MOLECULAR_FUNCTION
OFBKKLGO_01125_aroA1,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01126_bepA,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_01127_group_16284,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_01129_petC_2,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01129_petC_2,"2 iron, 2 sulfur cluster binding",MOLECULAR_FUNCTION
OFBKKLGO_01130_qcrB,electron transfer activity,MOLECULAR_FUNCTION
OFBKKLGO_01130_qcrB,respiratory electron transport chain,BIOLOGICAL_PROCESS
OFBKKLGO_01131_petD,electron transfer activity,MOLECULAR_FUNCTION
OFBKKLGO_01131_petD,electron transfer activity,MOLECULAR_FUNCTION
OFBKKLGO_01131_petD,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01134_oxdC_1,nutrient reservoir activity,MOLECULAR_FUNCTION
OFBKKLGO_01134_oxdC_1,oxalate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01137_dapB,4-hydroxy-tetrahydrodipicolinate reductase,MOLECULAR_FUNCTION
OFBKKLGO_01137_dapB,4-hydroxy-tetrahydrodipicolinate reductase,MOLECULAR_FUNCTION
OFBKKLGO_01138_mgsA,methylglyoxal synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_01139_bshB1_1,bacillithiol biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01140_bshA,"transferase activity, transferring glycosyl groups",MOLECULAR_FUNCTION
OFBKKLGO_01141_cca,RNA processing,BIOLOGICAL_PROCESS
OFBKKLGO_01141_cca,tRNA adenylyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01142_birA,cellular protein modification process,BIOLOGICAL_PROCESS
OFBKKLGO_01142_birA,cellular protein modification process,BIOLOGICAL_PROCESS
OFBKKLGO_01142_birA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01142_birA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01144_panB,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01144_panB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01146_panD,aspartate 1-decarboxylase activity,MOLECULAR_FUNCTION
OFBKKLGO_01147_dinG,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01147_dinG,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01147_dinG,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01147_dinG,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01147_dinG,3'-5' exonuclease activity,MOLECULAR_FUNCTION
OFBKKLGO_01147_dinG,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01151_asnS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01151_asnS,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01151_asnS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01153_nth,base-excision repair,BIOLOGICAL_PROCESS
OFBKKLGO_01153_nth,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01153_nth,"4 iron, 4 sulfur cluster binding",MOLECULAR_FUNCTION
OFBKKLGO_01153_nth,base-excision repair,BIOLOGICAL_PROCESS
OFBKKLGO_01153_nth,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01156_recU,DNA repair,BIOLOGICAL_PROCESS
OFBKKLGO_01156_recU,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01164_crr,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_01166_group_3553,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_01172_rlmL,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01172_rlmL,methylation,BIOLOGICAL_PROCESS
OFBKKLGO_01176_yoaA,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01176_yoaA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01177_ypwA,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01179_xpt,xanthine metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01179_xpt,nucleoside metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01180_pucK,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01387_ypcP,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01387_ypcP,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01387_ypcP,"DNA replication, Okazaki fragment processing",BIOLOGICAL_PROCESS
OFBKKLGO_01389_rnhA,RNA-DNA hybrid ribonuclease activity,MOLECULAR_FUNCTION
OFBKKLGO_01389_rnhA,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01390_group_16277,queuosine salvage,BIOLOGICAL_PROCESS
OFBKKLGO_01395_cspD,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01396_ugtP,glycolipid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01396_ugtP,"1,2-diacylglycerol 3-glucosyltransferase activity",MOLECULAR_FUNCTION
OFBKKLGO_01397_metAA,L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine,BIOLOGICAL_PROCESS
OFBKKLGO_01404_rsmJ,rRNA (guanine-N2-)-methyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01406_thyA2,dTMP biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01407_group_1772,dihydrofolate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01407_group_1772,dihydrofolate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01407_group_1772,dihydrofolate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01409_group_3569,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01409_group_3569,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01411_ilvA,L-threonine ammonia-lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_01411_ilvA,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01432_group_1232,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01438_scoB_2,CoA-transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01439_ylmB_2,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01441_kamA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01451_deoD,"transferase activity, transferring pentosyl groups",MOLECULAR_FUNCTION
OFBKKLGO_01451_deoD,nucleobase-containing compound metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01451_deoD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01452_yodJ,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01455_ctpA,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_01455_ctpA,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01459_yodF_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_01462_mhqD,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01463_yodC_1,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01473_norM,antiporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01475_oleD_2,UDP-glycosyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01475_oleD_2,antibiotic metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01478_group_6042,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01478_group_6042,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01480_odhA,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",MOLECULAR_FUNCTION
OFBKKLGO_01480_odhA,oxoglutarate dehydrogenase (succinyl-transferring) activity,MOLECULAR_FUNCTION
OFBKKLGO_01481_odhB,"transferase activity, transferring acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_01481_odhB,oxoglutarate dehydrogenase complex,CELLULAR_COMPONENT
OFBKKLGO_01483_panS,membrane,CELLULAR_COMPONENT
OFBKKLGO_01485_group_4630,superoxide metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01485_group_4630,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01495_yocK,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01496_azoR1,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01499_recQ,DNA helicase activity,MOLECULAR_FUNCTION
OFBKKLGO_01499_recQ,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01499_recQ,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01499_recQ,DNA recombination,BIOLOGICAL_PROCESS
OFBKKLGO_01499_recQ,DNA repair,BIOLOGICAL_PROCESS
OFBKKLGO_01499_recQ,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_01500_yocH,"hydrolase activity, hydrolyzing O-glycosyl compounds",MOLECULAR_FUNCTION
OFBKKLGO_01507_czrA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01512_csaA,tRNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01528_ucpA,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01529_rtp,DNA replication termination,BIOLOGICAL_PROCESS
OFBKKLGO_01530_proC_1,pyrroline-5-carboxylate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01530_proC_1,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01531_proB_2,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_01531_proB_2,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_01531_proB_2,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01531_proB_2,glutamate 5-kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_01532_gltC_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01534_gltB,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01534_gltB,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_01534_gltB,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01539_hlyU,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01542_group_4639,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01543_xerC_3,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_01543_xerC_3,DNA integration,BIOLOGICAL_PROCESS
OFBKKLGO_01545_mepA,antiporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01552_bcd,"oxidoreductase activity, acting on the CH-CH group of donors",MOLECULAR_FUNCTION
OFBKKLGO_01552_bcd,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01552_bcd,"oxidoreductase activity, acting on the CH-CH group of donors",MOLECULAR_FUNCTION
OFBKKLGO_01553_fadD3,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01554_cfiB,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01554_cfiB,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01556_yngG,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01556_yngG,oxo-acid-lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_01558_accD5,ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_01563_bioK,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,MOLECULAR_FUNCTION
OFBKKLGO_01563_bioK,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01563_bioK,transaminase activity,MOLECULAR_FUNCTION
OFBKKLGO_01566_bioB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01566_bioB,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_01566_bioB,biotin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01566_bioB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01583_alsT_1,alanine:sodium symporter activity,MOLECULAR_FUNCTION
OFBKKLGO_01586_parC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01586_parC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01586_parC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01586_parC,DNA metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01586_parC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01586_parC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01587_parE,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01587_parE,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01587_parE,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01589_plsY,phospholipid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01592_group_4649,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01594_sspN,asexual sporulation,BIOLOGICAL_PROCESS
OFBKKLGO_01597_sspO,endospore-forming forespore,CELLULAR_COMPONENT
OFBKKLGO_01598_sspP,sporulation resulting in formation of a cellular spore,BIOLOGICAL_PROCESS
OFBKKLGO_01602_cheY_2,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_01603_group_5123,membrane,CELLULAR_COMPONENT
OFBKKLGO_01604_ynzD,regulation of sporulation,BIOLOGICAL_PROCESS
OFBKKLGO_01607_tkt,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01607_tkt,transketolase activity,MOLECULAR_FUNCTION
OFBKKLGO_01609_yneB,DNA recombination,BIOLOGICAL_PROCESS
OFBKKLGO_01611_lexA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01611_lexA,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01611_lexA,SOS response,BIOLOGICAL_PROCESS
OFBKKLGO_01615_group_3605,membrane,CELLULAR_COMPONENT
OFBKKLGO_01619_yncF,dUTP diphosphatase activity,MOLECULAR_FUNCTION
OFBKKLGO_01637_adh,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01637_adh,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01637_adh,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_01657_glnA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01657_glnA,glutamate-ammonia ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_01657_glnA,nitrogen compound metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01657_glnA,nitrogen compound metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_01658_glnR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01659_group_6076,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01660_hflX,GTP binding,MOLECULAR_FUNCTION
OFBKKLGO_01665_nrdF,deoxyribonucleotide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01665_nrdF,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01665_nrdF,deoxyribonucleotide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01666_nrdE,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01666_nrdE,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_01666_nrdE,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_01670_hfq,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_01671_miaA,tRNA processing,BIOLOGICAL_PROCESS
OFBKKLGO_01674_ebrA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01675_ebrB,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_01679_aprX,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01679_aprX,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_01683_pksS,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MOLECULAR_FUNCTION
OFBKKLGO_01683_pksS,iron ion binding,MOLECULAR_FUNCTION
OFBKKLGO_01683_pksS,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MOLECULAR_FUNCTION
OFBKKLGO_01690_pksH,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01691_pksG_1,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_01691_pksG_1,isoprenoid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_01696_baeC,transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01696_baeC,[acyl-carrier-protein] S-malonyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_01698_mutL,mismatch repair complex,CELLULAR_COMPONENT
OFBKKLGO_01698_mutL,ATP binding,MOLECULAR_FUNCTION
