ID,PATHWAY
OFBKKLGO_00137_rplF,Eukaryotic Translation Termination|Reactome|R-HSA-72764;Viral mRNA Translation|Reactome|R-HSA-192823;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Selenocysteine synthesis|Reactome|R-HSA-2408557;Peptide chain elongation|Reactome|R-HSA-156902;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553
OFBKKLGO_00137_rplF,Eukaryotic Translation Termination|Reactome|R-HSA-72764;Viral mRNA Translation|Reactome|R-HSA-192823;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Selenocysteine synthesis|Reactome|R-HSA-2408557;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Peptide chain elongation|Reactome|R-HSA-156902
OFBKKLGO_00137_rplF,Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Viral mRNA Translation|Reactome|R-HSA-192823;Selenocysteine synthesis|Reactome|R-HSA-2408557;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Eukaryotic Translation Termination|Reactome|R-HSA-72764
OFBKKLGO_00138_rplR,Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation initiation|Reactome|R-HSA-5368286
OFBKKLGO_00140_rpmD,Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation initiation|Reactome|R-HSA-5368286
OFBKKLGO_00141_rplO,Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation elongation|Reactome|R-HSA-5389840
OFBKKLGO_00141_rplO,Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Selenocysteine synthesis|Reactome|R-HSA-2408557;Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Viral mRNA Translation|Reactome|R-HSA-192823;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Eukaryotic Translation Termination|Reactome|R-HSA-72764;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827
OFBKKLGO_00142_secY,SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;ER-Phagosome pathway|Reactome|R-HSA-1236974
OFBKKLGO_00142_secY,ER-Phagosome pathway|Reactome|R-HSA-1236974;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339
OFBKKLGO_00143_adk,Thiamine metabolism|KEGG|00730+2.7.4.3;Adenosine ribonucleotides de novo biosynthesis|MetaCyc|PWY-7219;Purine metabolism|KEGG|00230+2.7.4.3;Interconversion of nucleotide di- and triphosphates|Reactome|R-HSA-499943
OFBKKLGO_00143_adk,Interconversion of nucleotide di- and triphosphates|Reactome|R-HSA-499943;Purine metabolism|KEGG|00230+2.7.4.3;Thiamine metabolism|KEGG|00730+2.7.4.3;Adenosine ribonucleotides de novo biosynthesis|MetaCyc|PWY-7219
OFBKKLGO_00143_adk,Purine metabolism|KEGG|00230+2.7.4.3;Thiamine metabolism|KEGG|00730+2.7.4.3;Adenosine ribonucleotides de novo biosynthesis|MetaCyc|PWY-7219
OFBKKLGO_00143_adk,Thiamine metabolism|KEGG|00730+2.7.4.3;Adenosine ribonucleotides de novo biosynthesis|MetaCyc|PWY-7219;Purine metabolism|KEGG|00230+2.7.4.3
OFBKKLGO_00144_map,Arg/N-end rule pathway (eukaryotic)|MetaCyc|PWY-7799;Ac/N-end rule pathway|MetaCyc|PWY-7800
OFBKKLGO_00146_rpmJ,Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation elongation|Reactome|R-HSA-5389840
OFBKKLGO_00146_rpmJ,Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation initiation|Reactome|R-HSA-5368286
OFBKKLGO_00147_rpsM,"L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Translation initiation complex formation|Reactome|R-HSA-72649;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Viral mRNA Translation|Reactome|R-HSA-192823;Selenocysteine synthesis|Reactome|R-HSA-2408557;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553"
OFBKKLGO_00147_rpsM,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Selenocysteine synthesis|Reactome|R-HSA-2408557;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Peptide chain elongation|Reactome|R-HSA-156902;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Viral mRNA Translation|Reactome|R-HSA-192823;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Translation initiation complex formation|Reactome|R-HSA-72649;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689"
OFBKKLGO_00147_rpsM,"Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Selenocysteine synthesis|Reactome|R-HSA-2408557;Viral mRNA Translation|Reactome|R-HSA-192823;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Peptide chain elongation|Reactome|R-HSA-156902;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Translation initiation complex formation|Reactome|R-HSA-72649;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706"
OFBKKLGO_00150_rplQ,Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation elongation|Reactome|R-HSA-5389840
OFBKKLGO_00156_rplM,Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation termination|Reactome|R-HSA-5419276
OFBKKLGO_00161_cwlD,Anhydromuropeptides recycling II|MetaCyc|PWY-7883
OFBKKLGO_00182_murQ,Amino sugar and nucleotide sugar metabolism|KEGG|00520+4.2.1.126
OFBKKLGO_00182_murQ,Amino sugar and nucleotide sugar metabolism|KEGG|00520+4.2.1.126;Regulation of Glucokinase by Glucokinase Regulatory Protein|Reactome|R-HSA-170822;Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)|Reactome|R-HSA-5619107
OFBKKLGO_00182_murQ,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)|Reactome|R-HSA-5619107;Amino sugar and nucleotide sugar metabolism|KEGG|00520+4.2.1.126;Regulation of Glucokinase by Glucokinase Regulatory Protein|Reactome|R-HSA-170822
OFBKKLGO_00189_glmM,Amino sugar and nucleotide sugar metabolism|KEGG|00520+5.4.2.10;CMP-legionaminate biosynthesis I|MetaCyc|PWY-6749
OFBKKLGO_00189_glmM,CMP-legionaminate biosynthesis I|MetaCyc|PWY-6749;Amino sugar and nucleotide sugar metabolism|KEGG|00520+5.4.2.10
OFBKKLGO_00225_group_16181,"Glycerophospholipid metabolism|KEGG|00564+2.7.8.8;Glycine, serine and threonine metabolism|KEGG|00260+2.7.8.8;Phosphatidylserine and phosphatidylethanolamine biosynthesis I|MetaCyc|PWY-5669"
OFBKKLGO_00227_psd,Synthesis of PE|Reactome|R-HSA-1483213;Glycerophospholipid metabolism|KEGG|00564+4.1.1.65;Phosphatidylserine and phosphatidylethanolamine biosynthesis I|MetaCyc|PWY-5669
OFBKKLGO_00227_psd,Glycerophospholipid metabolism|KEGG|00564+4.1.1.65;Phosphatidylserine and phosphatidylethanolamine biosynthesis I|MetaCyc|PWY-5669
OFBKKLGO_00231_ilvE,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_00231_ilvE,"L-leucine degradation III|MetaCyc|PWY-5076;Valine, leucine and isoleucine degradation|KEGG|00280+2.6.1.42;L-isoleucine biosynthesis V|MetaCyc|PWY-5108;Valine, leucine and isoleucine biosynthesis|KEGG|00290+2.6.1.42;L-valine degradation II|MetaCyc|PWY-5057;Pantothenate and CoA biosynthesis|KEGG|00770+2.6.1.42;L-isoleucine biosynthesis II|MetaCyc|PWY-5101;L-isoleucine biosynthesis III|MetaCyc|PWY-5103;Cysteine and methionine metabolism|KEGG|00270+2.6.1.42;L-isoleucine biosynthesis IV|MetaCyc|PWY-5104;Branched-chain amino acid catabolism|Reactome|R-HSA-70895;L-leucine degradation IV (Stickland reaction)|MetaCyc|PWY-7767;L-isoleucine degradation II|MetaCyc|PWY-5078;Glucosinolate biosynthesis|KEGG|00966+2.6.1.42"
OFBKKLGO_00231_ilvE,"Valine, leucine and isoleucine degradation|KEGG|00280+2.6.1.42;L-leucine degradation III|MetaCyc|PWY-5076;L-isoleucine degradation II|MetaCyc|PWY-5078;Glucosinolate biosynthesis|KEGG|00966+2.6.1.42;L-leucine degradation IV (Stickland reaction)|MetaCyc|PWY-7767;L-isoleucine biosynthesis III|MetaCyc|PWY-5103;Branched-chain amino acid catabolism|Reactome|R-HSA-70895;L-isoleucine biosynthesis IV|MetaCyc|PWY-5104;L-isoleucine biosynthesis V|MetaCyc|PWY-5108;Cysteine and methionine metabolism|KEGG|00270+2.6.1.42;Valine, leucine and isoleucine biosynthesis|KEGG|00290+2.6.1.42;L-isoleucine biosynthesis II|MetaCyc|PWY-5101;Pantothenate and CoA biosynthesis|KEGG|00770+2.6.1.42;L-valine degradation II|MetaCyc|PWY-5057"
OFBKKLGO_00233_mmuM,Sulfur amino acid metabolism|Reactome|R-HSA-1614635
OFBKKLGO_00235_glsA1,"Glutamate Neurotransmitter Release Cycle|Reactome|R-HSA-210500;Alanine, aspartate and glutamate metabolism|KEGG|00250+3.5.1.2;Arginine biosynthesis|KEGG|00220+3.5.1.2;D-Glutamine and D-glutamate metabolism|KEGG|00471+3.5.1.2;Glutaminyl-trnagln biosynthesis via transamidation|MetaCyc|PWY-5921;Glutamate and glutamine metabolism|Reactome|R-HSA-8964539;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897"
OFBKKLGO_00252_pcp,5-oxo-L-proline metabolism|MetaCyc|PWY-7942
OFBKKLGO_00256_estA,Glycerolipid metabolism|KEGG|00561+3.1.1.3;Retinol biosynthesis|MetaCyc|PWY-6857
OFBKKLGO_00262_cwlK,Ligand-receptor interactions|Reactome|R-HSA-5632681;Hedgehog ligand biogenesis|Reactome|R-HSA-5358346;Class B/2 (Secretin family receptors)|Reactome|R-HSA-373080;Activation of SMO|Reactome|R-HSA-5635838;HHAT G278V abrogates palmitoylation of Hh-Np|Reactome|R-HSA-5658034;Hedgehog 'on' state|Reactome|R-HSA-5632684;Release of Hh-Np from the secreting cell|Reactome|R-HSA-5362798
OFBKKLGO_00287_ldh_2,"(S)-lactate fermentation to propanoate, acetate and hydrogen|MetaCyc|PWY-8086;Propanoate metabolism|KEGG|00640+1.1.1.27;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Glycolysis / Gluconeogenesis|KEGG|00010+1.1.1.27;Pyruvate metabolism|Reactome|R-HSA-70268;Pyruvate fermentation to (S)-lactate|MetaCyc|PWY-5481;Cysteine and methionine metabolism|KEGG|00270+1.1.1.27;Pyruvate metabolism|KEGG|00620+1.1.1.27"
OFBKKLGO_00287_ldh_2,"Pyruvate metabolism|Reactome|R-HSA-70268;Glycolysis / Gluconeogenesis|KEGG|00010+1.1.1.27;Pyruvate metabolism|KEGG|00620+1.1.1.27;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Cysteine and methionine metabolism|KEGG|00270+1.1.1.27;Propanoate metabolism|KEGG|00640+1.1.1.27;Pyruvate fermentation to (S)-lactate|MetaCyc|PWY-5481;(S)-lactate fermentation to propanoate, acetate and hydrogen|MetaCyc|PWY-8086"
OFBKKLGO_00294_nadE,Nicotinate and nicotinamide metabolism|KEGG|00760+6.3.1.5
OFBKKLGO_00294_nadE,Nicotinate metabolism|Reactome|R-HSA-196807;Nicotinate and nicotinamide metabolism|KEGG|00760+6.3.1.5
OFBKKLGO_00297_aroK,"Phenylalanine, tyrosine and tryptophan biosynthesis|KEGG|00400+2.7.1.71;Chorismate biosynthesis from 3-dehydroquinate|MetaCyc|PWY-6163"
OFBKKLGO_00297_aroK,"Chorismate biosynthesis from 3-dehydroquinate|MetaCyc|PWY-6163;Phenylalanine, tyrosine and tryptophan biosynthesis|KEGG|00400+2.7.1.71"
OFBKKLGO_00300_putB,Arginine and proline metabolism|KEGG|00330+1.5.5.2;(5R)-carbapenem carboxylate biosynthesis|MetaCyc|PWY-5737;Proline catabolism|Reactome|R-HSA-70688;L-Ndelta-acetylornithine biosynthesis|MetaCyc|PWY-6922
OFBKKLGO_00300_putB,Arginine and proline metabolism|KEGG|00330+1.5.5.2;(5R)-carbapenem carboxylate biosynthesis|MetaCyc|PWY-5737;L-Ndelta-acetylornithine biosynthesis|MetaCyc|PWY-6922
OFBKKLGO_00300_putB,L-Ndelta-acetylornithine biosynthesis|MetaCyc|PWY-6922;Proline catabolism|Reactome|R-HSA-70688;Arginine and proline metabolism|KEGG|00330+1.5.5.2;(5R)-carbapenem carboxylate biosynthesis|MetaCyc|PWY-5737
OFBKKLGO_00301_putC,"Ethylene biosynthesis II (microbes)|MetaCyc|PWY-6853;Alanine, aspartate and glutamate metabolism|KEGG|00250+1.2.1.88;Arginine and proline metabolism|KEGG|00330+1.2.1.88"
OFBKKLGO_00304_ycgT,Photosynthesis|KEGG|00195+1.18.1.2;Photosynthesis light reactions|MetaCyc|PWY-101
OFBKKLGO_00307_nasD,Sulfur metabolism|KEGG|00920+1.8.1.2;Assimilatory sulfate reduction III|MetaCyc|PWY-6683
OFBKKLGO_00322_srfAD,Fatty acyl-CoA biosynthesis|Reactome|R-HSA-75105
OFBKKLGO_00330_bsdB,Coenzyme A biosynthesis|Reactome|R-HSA-196783
OFBKKLGO_00331_bsdC,Plastoquinol-9 biosynthesis II|MetaCyc|PWY-6978;Ubiquinone and other terpenoid-quinone biosynthesis|KEGG|00130+4.1.1.98;Ubiquinol-7 biosynthesis (prokaryotic)|MetaCyc|PWY-5855;Ubiquinol-8 biosynthesis (prokaryotic)|MetaCyc|PWY-6708;Ubiquinol-10 biosynthesis (prokaryotic)|MetaCyc|PWY-5857;Ubiquinol-9 biosynthesis (prokaryotic)|MetaCyc|PWY-5856
OFBKKLGO_00334_dtpT,Proton/oligopeptide cotransporters|Reactome|R-HSA-427975
OFBKKLGO_00350_rcsC_1,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_00350_rcsC_1,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_00354_yclM,Glutamate and glutamine metabolism|Reactome|R-HSA-8964539
OFBKKLGO_00354_yclM,"Cysteine and methionine metabolism|KEGG|00270+2.7.2.4;Grixazone biosynthesis|MetaCyc|PWY-7153;Spermidine biosynthesis II|MetaCyc|PWY-6559;L-methionine biosynthesis IV (archaea)|MetaCyc|PWY-7977;Lysine biosynthesis|KEGG|00300+2.7.2.4;L-lysine biosynthesis III|MetaCyc|PWY-2942;Dipicolinate biosynthesis|MetaCyc|PWY-8088;Norspermidine biosynthesis|MetaCyc|PWY-6562;L-lysine biosynthesis VI|MetaCyc|PWY-5097;Monobactam biosynthesis|KEGG|00261+2.7.2.4;3-dehydroquinate biosynthesis II (archaea)|MetaCyc|PWY-6160;Glycine, serine and threonine metabolism|KEGG|00260+2.7.2.4;L-lysine biosynthesis II|MetaCyc|PWY-2941"
OFBKKLGO_00354_yclM,"L-methionine biosynthesis IV (archaea)|MetaCyc|PWY-7977;Cysteine and methionine metabolism|KEGG|00270+2.7.2.4;Grixazone biosynthesis|MetaCyc|PWY-7153;L-lysine biosynthesis II|MetaCyc|PWY-2941;Monobactam biosynthesis|KEGG|00261+2.7.2.4;Glycine, serine and threonine metabolism|KEGG|00260+2.7.2.4;L-lysine biosynthesis VI|MetaCyc|PWY-5097;L-lysine biosynthesis III|MetaCyc|PWY-2942;Lysine biosynthesis|KEGG|00300+2.7.2.4;3-dehydroquinate biosynthesis II (archaea)|MetaCyc|PWY-6160;Dipicolinate biosynthesis|MetaCyc|PWY-8088;Norspermidine biosynthesis|MetaCyc|PWY-6562;Spermidine biosynthesis II|MetaCyc|PWY-6559"
OFBKKLGO_00354_yclM,"L-lysine biosynthesis II|MetaCyc|PWY-2941;L-methionine biosynthesis IV (archaea)|MetaCyc|PWY-7977;Grixazone biosynthesis|MetaCyc|PWY-7153;L-lysine biosynthesis VI|MetaCyc|PWY-5097;Cysteine and methionine metabolism|KEGG|00270+2.7.2.4;Dipicolinate biosynthesis|MetaCyc|PWY-8088;Norspermidine biosynthesis|MetaCyc|PWY-6562;3-dehydroquinate biosynthesis II (archaea)|MetaCyc|PWY-6160;L-lysine biosynthesis III|MetaCyc|PWY-2942;Glycine, serine and threonine metabolism|KEGG|00260+2.7.2.4;Monobactam biosynthesis|KEGG|00261+2.7.2.4;Spermidine biosynthesis II|MetaCyc|PWY-6559;Lysine biosynthesis|KEGG|00300+2.7.2.4"
OFBKKLGO_00354_yclM,"Grixazone biosynthesis|MetaCyc|PWY-7153;L-methionine biosynthesis IV (archaea)|MetaCyc|PWY-7977;Spermidine biosynthesis II|MetaCyc|PWY-6559;L-lysine biosynthesis III|MetaCyc|PWY-2942;Cysteine and methionine metabolism|KEGG|00270+2.7.2.4;L-lysine biosynthesis VI|MetaCyc|PWY-5097;Dipicolinate biosynthesis|MetaCyc|PWY-8088;Lysine biosynthesis|KEGG|00300+2.7.2.4;Norspermidine biosynthesis|MetaCyc|PWY-6562;3-dehydroquinate biosynthesis II (archaea)|MetaCyc|PWY-6160;Monobactam biosynthesis|KEGG|00261+2.7.2.4;L-lysine biosynthesis II|MetaCyc|PWY-2941;Glycine, serine and threonine metabolism|KEGG|00260+2.7.2.4"
OFBKKLGO_00354_yclM,"L-lysine biosynthesis II|MetaCyc|PWY-2941;Lysine biosynthesis|KEGG|00300+2.7.2.4;Spermidine biosynthesis II|MetaCyc|PWY-6559;Monobactam biosynthesis|KEGG|00261+2.7.2.4;L-lysine biosynthesis VI|MetaCyc|PWY-5097;Cysteine and methionine metabolism|KEGG|00270+2.7.2.4;L-lysine biosynthesis III|MetaCyc|PWY-2942;L-methionine biosynthesis IV (archaea)|MetaCyc|PWY-7977;Grixazone biosynthesis|MetaCyc|PWY-7153;Norspermidine biosynthesis|MetaCyc|PWY-6562;Dipicolinate biosynthesis|MetaCyc|PWY-8088;3-dehydroquinate biosynthesis II (archaea)|MetaCyc|PWY-6160;Glycine, serine and threonine metabolism|KEGG|00260+2.7.2.4"
OFBKKLGO_00361_nfrA2,Thyroxine biosynthesis|Reactome|R-HSA-209968
OFBKKLGO_00366_gabD,Degradation of GABA|Reactome|R-HSA-916853
OFBKKLGO_00373_mtlA,Fructose and mannose metabolism|KEGG|00051+2.7.1.197
OFBKKLGO_00374_mtlF,Bicarbonate transporters|Reactome|R-HSA-425381
OFBKKLGO_00375_mtlD,Fructose and mannose metabolism|KEGG|00051+1.1.1.17;Mannitol cycle|MetaCyc|PWY-6531
OFBKKLGO_00378_ycsE,Synthesis of GDP-mannose|Reactome|R-HSA-446205
OFBKKLGO_00380_group_4445,Metal ion SLC transporters|Reactome|R-HSA-425410
OFBKKLGO_00382_pxpB,Glutathione metabolism|KEGG|00480+3.5.2.9;5-oxo-L-proline metabolism|MetaCyc|PWY-7942;Gamma-glutamyl cycle|MetaCyc|PWY-4041
OFBKKLGO_00390_mtlR,Bicarbonate transporters|Reactome|R-HSA-425381
OFBKKLGO_00393_ydaE,Pentose and glucuronate interconversions|KEGG|00040+5.3.1.15
OFBKKLGO_00417_mntH,Metal ion SLC transporters|Reactome|R-HSA-425410
OFBKKLGO_00428_dcuS_1,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_00428_dcuS_1,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_00438_mneS_1,Zinc efflux and compartmentalization by the SLC30 family|Reactome|R-HSA-435368
OFBKKLGO_00439_ydbP,Detoxification of Reactive Oxygen Species|Reactome|R-HSA-3299685
OFBKKLGO_00440_ddl,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;Peptidoglycan biosynthesis|KEGG|00550+6.3.2.4;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;D-Alanine metabolism|KEGG|00473+6.3.2.4;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387
OFBKKLGO_00440_ddl,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;Peptidoglycan biosynthesis|KEGG|00550+6.3.2.4;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387;D-Alanine metabolism|KEGG|00473+6.3.2.4;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953
OFBKKLGO_00440_ddl,D-Alanine metabolism|KEGG|00473+6.3.2.4;Peptidoglycan biosynthesis|KEGG|00550+6.3.2.4;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387;UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386
OFBKKLGO_00440_ddl,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;D-Alanine metabolism|KEGG|00473+6.3.2.4;Peptidoglycan biosynthesis|KEGG|00550+6.3.2.4
OFBKKLGO_00441_murF,Metabolism of folate and pterines|Reactome|R-HSA-196757
OFBKKLGO_00441_murF,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;Lysine biosynthesis|KEGG|00300+6.3.2.10;Peptidoglycan biosynthesis|KEGG|00550+6.3.2.10;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387
OFBKKLGO_00448_alr,"Ansatrienin biosynthesis|MetaCyc|PWY-8040;Anaerobic energy metabolism (invertebrates, cytosol)|MetaCyc|PWY-7383;D-Alanine metabolism|KEGG|00473+5.1.1.1;Alanine racemization|MetaCyc|PWY-8072"
OFBKKLGO_00448_alr,"D-Alanine metabolism|KEGG|00473+5.1.1.1;Alanine racemization|MetaCyc|PWY-8072;Anaerobic energy metabolism (invertebrates, cytosol)|MetaCyc|PWY-7383;Ansatrienin biosynthesis|MetaCyc|PWY-8040"
OFBKKLGO_00448_alr,"Alanine racemization|MetaCyc|PWY-8072;Anaerobic energy metabolism (invertebrates, cytosol)|MetaCyc|PWY-7383;D-Alanine metabolism|KEGG|00473+5.1.1.1;Ansatrienin biosynthesis|MetaCyc|PWY-8040"
